instant,Spring,Summer,Fall,Winter,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1104,1,0,0,0,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,327
1105,1,0,0,0,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,224
1106,1,0,0,0,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,162
1107,1,0,0,0,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,124
1108,1,0,0,0,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,72
1109,1,0,0,0,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,107
1110,1,0,0,0,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,77
1111,1,0,0,0,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,29
1112,1,0,0,0,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,31
1113,1,0,0,0,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,17
1114,1,0,0,0,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,7
1115,1,0,0,0,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,3
1116,1,0,0,0,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,3
1117,1,0,0,0,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,6
1118,1,0,0,0,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,22
1119,1,0,0,0,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,45
1120,1,0,0,0,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,55
1121,1,0,0,0,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,106
1122,1,0,0,0,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,123
1123,1,0,0,0,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,119
1124,1,0,0,0,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,155
1125,1,0,0,0,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,196
1126,1,0,0,0,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,171
1127,1,0,0,0,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,120
1128,1,0,0,0,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,127
1129,1,0,0,0,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,88
1130,1,0,0,0,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,59
1131,1,0,0,0,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,47
1132,1,0,0,0,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,33
1133,1,0,0,0,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,44
1134,1,0,0,0,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,29
1338,1,0,0,0,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,7
1339,1,0,0,0,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,3
1340,1,0,0,0,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,4
1341,1,0,0,0,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,2
1342,1,0,0,0,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,1
1343,1,0,0,0,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,2
1344,1,0,0,0,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,46
1345,1,0,0,0,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,107
1346,1,0,0,0,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,214
1347,1,0,0,0,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,124
1348,1,0,0,0,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,68
1349,1,0,0,0,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,56
1350,1,0,0,0,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,86
1351,1,0,0,0,0,3,13,0,2,1,1,0.32,0.3485,0.39,0,78
1352,1,0,0,0,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,79
1353,1,0,0,0,0,3,15,0,2,1,1,0.34,0.3636,0.34,0,64
1354,1,0,0,0,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,102
1355,1,0,0,0,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,242
1356,1,0,0,0,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,224
1357,1,0,0,0,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,119
1358,1,0,0,0,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,88
1359,1,0,0,0,0,3,21,0,2,1,1,0.26,0.303,0.56,0,63
1360,1,0,0,0,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,47
1361,1,0,0,0,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,25
1362,1,0,0,0,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,8
1363,1,0,0,0,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,4
1364,1,0,0,0,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,2
1365,1,0,0,0,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,4
1366,1,0,0,0,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1
1367,1,0,0,0,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,5
1368,1,0,0,0,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,40
1369,1,0,0,0,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,110
1370,1,0,0,0,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,256
1371,1,0,0,0,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,148
1372,1,0,0,0,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,76
1373,1,0,0,0,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,73
1374,1,0,0,0,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,82
1375,1,0,0,0,0,3,13,0,3,1,1,0.5,0.4848,0.25,0,125
1376,1,0,0,0,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,96
1377,1,0,0,0,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,110
1378,1,0,0,0,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,139
1379,1,0,0,0,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,268
1380,1,0,0,0,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,201
1381,1,0,0,0,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,150
1382,1,0,0,0,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,95
1383,1,0,0,0,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,71
1384,1,0,0,0,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,48
1385,1,0,0,0,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,22
1386,1,0,0,0,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,13
1387,1,0,0,0,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,1
1388,1,0,0,0,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,3
1389,1,0,0,0,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,1
1390,1,0,0,0,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,1
1391,1,0,0,0,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,8
1392,1,0,0,0,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,35
1393,1,0,0,0,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,111
1394,1,0,0,0,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,220
1395,1,0,0,0,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,145
1396,1,0,0,0,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,56
1397,1,0,0,0,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,50
1398,1,0,0,0,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,72
1399,1,0,0,0,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,80
1400,1,0,0,0,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,78
1401,1,0,0,0,0,3,15,0,4,1,1,0.24,0.2879,0.23,0,68
1402,1,0,0,0,0,3,16,0,4,1,1,0.26,0.303,0.23,0,71
1403,1,0,0,0,0,3,17,0,4,1,1,0.26,0.303,0.22,0,202
1404,1,0,0,0,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,167
1405,1,0,0,0,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,106
1406,1,0,0,0,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,70
1407,1,0,0,0,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,51
1408,1,0,0,0,0,3,22,0,4,1,1,0.2,0.2576,0.4,0,53
1409,1,0,0,0,0,3,23,0,4,1,2,0.18,0.2121,0.43,0.0896,23
1410,1,0,0,0,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,12
1411,1,0,0,0,0,3,1,0,5,1,2,0.18,0.1818,0.64,0.194,4
1412,1,0,0,0,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194,2
1413,1,0,0,0,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537,1
1414,1,0,0,0,0,3,4,0,5,1,2,0.18,0.1818,0.74,0.194,1
1415,1,0,0,0,0,3,5,0,5,1,2,0.16,0.1818,0.74,0.1343,7
1416,1,0,0,0,0,3,6,0,5,1,2,0.16,0.197,0.74,0.0896,29
1417,1,0,0,0,0,3,7,0,5,1,1,0.16,0.1818,0.8,0.1343,83
1418,1,0,0,0,0,3,8,0,5,1,1,0.18,0.197,0.74,0.1343,228
1419,1,0,0,0,0,3,9,0,5,1,1,0.22,0.2273,0.6,0.1343,150
1420,1,0,0,0,0,3,10,0,5,1,1,0.24,0.2273,0.6,0.2537,66
1421,1,0,0,0,0,3,11,0,5,1,1,0.28,0.2727,0.52,0.2239,89
1422,1,0,0,0,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,97
1423,1,0,0,0,0,3,13,0,5,1,1,0.34,0.3182,0.42,0.2239,87
1424,1,0,0,0,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836,95
1425,1,0,0,0,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,106
1426,1,0,0,0,0,3,16,0,5,1,1,0.36,0.3485,0.46,0.194,118
1427,1,0,0,0,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,228
1428,1,0,0,0,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985,187
1429,1,0,0,0,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537,107
1430,1,0,0,0,0,3,20,0,5,1,2,0.3,0.2879,0.7,0.194,87
1431,1,0,0,0,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239,70
1432,1,0,0,0,0,3,22,0,5,1,1,0.3,0.2879,0.7,0.194,44
1433,1,0,0,0,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642,46
1434,1,0,0,0,0,3,0,0,6,0,2,0.28,0.2879,0.81,0.1045,19
1435,1,0,0,0,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,25
1436,1,0,0,0,0,3,2,0,6,0,2,0.3,0.2879,0.87,0.194,20
1437,1,0,0,0,0,3,3,0,6,0,2,0.3,0.2879,0.87,0.194,2
1438,1,0,0,0,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642,1
1439,1,0,0,0,0,3,5,0,6,0,2,0.3,0.303,1,0.1343,3
1440,1,0,0,0,0,3,6,0,6,0,2,0.3,0.2879,1,0.2239,4
1441,1,0,0,0,0,3,7,0,6,0,2,0.3,0.2727,1,0.2985,15
1442,1,0,0,0,0,3,8,0,6,0,2,0.3,0.2727,1,0.2985,45
1443,1,0,0,0,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,63
1444,1,0,0,0,0,3,10,0,6,0,2,0.34,0.3333,0.93,0.194,103
1445,1,0,0,0,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,159
1446,1,0,0,0,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,167
1447,1,0,0,0,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,190
1448,1,0,0,0,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,198
1449,1,0,0,0,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,205
1450,1,0,0,0,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,204
1451,1,0,0,0,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,164
1452,1,0,0,0,0,3,18,0,6,0,2,0.48,0.4697,0.59,0.3284,152
1453,1,0,0,0,0,3,19,0,6,0,2,0.46,0.4545,0.67,0.3284,89
1454,1,0,0,0,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,70
1455,1,0,0,0,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,72
1456,1,0,0,0,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,63
1457,1,0,0,0,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,44
1458,1,0,0,0,0,3,0,0,0,0,2,0.42,0.4242,0.77,0.3582,52
1459,1,0,0,0,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,39
1460,1,0,0,0,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,32
1461,1,0,0,0,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,11
1462,1,0,0,0,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,3
1463,1,0,0,0,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,2
1464,1,0,0,0,0,3,7,0,0,0,3,0.42,0.4242,1,0.4478,5
1465,1,0,0,0,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,9
1466,1,0,0,0,0,3,9,0,0,0,2,0.42,0.4242,1,0.2836,22
1467,1,0,0,0,0,3,10,0,0,0,2,0.42,0.4242,1,0.2985,31
1468,1,0,0,0,0,3,11,0,0,0,2,0.42,0.4242,1,0.2239,62
1469,1,0,0,0,0,3,12,0,0,0,2,0.46,0.4545,0.94,0.3284,79
1470,1,0,0,0,0,3,13,0,0,0,2,0.46,0.4545,0.94,0.3582,105
1471,1,0,0,0,0,3,14,0,0,0,3,0.44,0.4394,1,0.2239,39
1472,1,0,0,0,0,3,15,0,0,0,3,0.44,0.4394,1,0.2239,7
1473,1,0,0,0,0,3,16,0,0,0,3,0.36,0.3333,1,0.2836,11
1474,1,0,0,0,0,3,17,0,0,0,3,0.34,0.303,1,0.2985,25
1475,1,0,0,0,0,3,18,0,0,0,3,0.32,0.2879,1,0.3582,23
1476,1,0,0,0,0,3,19,0,0,0,3,0.3,0.2576,1,0.4925,11
1477,1,0,0,0,0,3,20,0,0,0,3,0.28,0.2424,1,0.4179,11
1478,1,0,0,0,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,7
1479,1,0,0,0,0,3,22,0,0,0,2,0.22,0.197,1,0.3881,10
1480,1,0,0,0,0,3,23,0,0,0,2,0.22,0.197,1,0.4179,9
1481,1,0,0,0,0,3,0,0,1,1,3,0.2,0.1818,1,0.3284,4
1482,1,0,0,0,0,3,1,0,1,1,3,0.2,0.1818,1,0.3284,2
1483,1,0,0,0,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,1
1484,1,0,0,0,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1
1485,1,0,0,0,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,1
1486,1,0,0,0,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,34
1487,1,0,0,0,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,91
1488,1,0,0,0,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,211
1489,1,0,0,0,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,134
1490,1,0,0,0,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,58
1491,1,0,0,0,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,60
1492,1,0,0,0,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,96
1493,1,0,0,0,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,70
1494,1,0,0,0,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,77
1495,1,0,0,0,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,96
1496,1,0,0,0,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,122
1497,1,0,0,0,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582,233
1498,1,0,0,0,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,233
1499,1,0,0,0,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,145
1500,1,0,0,0,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,92
1501,1,0,0,0,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,54
1502,1,0,0,0,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,35
1503,1,0,0,0,0,3,23,0,1,1,1,0.28,0.3182,0.48,0,22
1504,1,0,0,0,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,10
1505,1,0,0,0,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,4
1506,1,0,0,0,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1
1507,1,0,0,0,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,7
1508,1,0,0,0,0,3,4,0,2,1,1,0.22,0.2727,0.64,0,2
1509,1,0,0,0,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,10
1510,1,0,0,0,0,3,6,0,2,1,1,0.2,0.2576,0.59,0,45
1511,1,0,0,0,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,128
1512,1,0,0,0,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,257
1513,1,0,0,0,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,151
1514,1,0,0,0,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,71
1515,1,0,0,0,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,78
1516,1,0,0,0,0,3,12,0,2,1,2,0.36,0.3788,0.23,0,99
1517,1,0,0,0,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98
1518,1,0,0,0,0,3,14,0,2,1,2,0.38,0.3939,0.2,0,72
1519,1,0,0,0,0,3,15,0,2,1,2,0.36,0.3788,0.18,0,112
1520,1,0,0,0,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108
1521,1,0,0,0,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,248
1522,1,0,0,0,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,235
1523,1,0,0,0,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,150
1524,1,0,0,0,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,76
1525,1,0,0,0,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194,75
1526,1,0,0,0,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,55
1527,1,0,0,0,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,41
1528,1,0,0,0,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,9
1529,1,0,0,0,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,4
1530,1,0,0,0,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,2
1531,1,0,0,0,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,3
1532,1,0,0,0,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2
1533,1,0,0,0,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,8
1534,1,0,0,0,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,49
1535,1,0,0,0,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,141
1536,1,0,0,0,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,249
1537,1,0,0,0,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,141
1538,1,0,0,0,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,57
1539,1,0,0,0,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,59
1540,1,0,0,0,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,98
1541,1,0,0,0,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,99
1542,1,0,0,0,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,71
1543,1,0,0,0,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,79
1544,1,0,0,0,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284,112
1545,1,0,0,0,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,194
1546,1,0,0,0,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,188
1547,1,0,0,0,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284,134
1548,1,0,0,0,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194,91
1549,1,0,0,0,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,62
1550,1,0,0,0,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,21
1551,1,0,0,0,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194,18
1552,1,0,0,0,0,3,0,0,4,1,3,0.34,0.3182,0,0.2537,3
1553,1,0,0,0,0,3,1,0,4,1,3,0.34,0.3182,0,0.2537,2
1554,1,0,0,0,0,3,2,0,4,1,3,0.34,0.3182,0,0.2537,1
1555,1,0,0,0,0,3,5,0,4,1,3,0.36,0.3485,0,0.194,3
1556,1,0,0,0,0,3,6,0,4,1,3,0.36,0.3333,0,0.3284,12
1557,1,0,0,0,0,3,7,0,4,1,3,0.38,0.3939,0,0.2239,37
1558,1,0,0,0,0,3,8,0,4,1,3,0.38,0.3939,0,0.2836,44
1559,1,0,0,0,0,3,9,0,4,1,3,0.4,0.4091,0,0.2239,24
1560,1,0,0,0,0,3,10,0,4,1,3,0.4,0.4091,0,0.1642,17
1561,1,0,0,0,0,3,11,0,4,1,3,0.4,0.4091,0,0.2537,11
1562,1,0,0,0,0,3,12,0,4,1,3,0.42,0.4242,0,0.2239,34
1563,1,0,0,0,0,3,13,0,4,1,3,0.42,0.4242,0,0.2239,12
1564,1,0,0,0,0,3,14,0,4,1,3,0.44,0.4394,0,0.2985,12
1565,1,0,0,0,0,3,15,0,4,1,3,0.44,0.4394,0,0.2239,14
1566,1,0,0,0,0,3,16,0,4,1,3,0.42,0.4242,0,0.2537,21
1567,1,0,0,0,0,3,17,0,4,1,2,0.44,0.4394,0,0.3881,111
1568,1,0,0,0,0,3,18,0,4,1,3,0.44,0.4394,0,0.3582,82
1569,1,0,0,0,0,3,19,0,4,1,3,0.44,0.4394,0,0.5821,56
1570,1,0,0,0,0,3,20,0,4,1,3,0.36,0.3333,0,0.3284,38
1571,1,0,0,0,0,3,21,0,4,1,3,0.36,0.3485,0,0.2239,28
1572,1,0,0,0,0,3,22,0,4,1,2,0.34,0.3333,0,0.1343,34
1573,1,0,0,0,0,3,23,0,4,1,3,0.34,0.3485,0,0.0896,27
1574,1,0,0,0,0,3,0,0,5,1,2,0.34,0.3485,1,0.0896,6
1575,1,0,0,0,0,3,1,0,5,1,3,0.34,0.3485,1,0.1045,8
1576,1,0,0,0,0,3,2,0,5,1,3,0.34,0.3485,1,0.1045,5
1577,1,0,0,0,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,2
1578,1,0,0,0,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,7
1579,1,0,0,0,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,32
1580,1,0,0,0,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,114
1581,1,0,0,0,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,259
1582,1,0,0,0,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,156
1583,1,0,0,0,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,78
1584,1,0,0,0,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,81
1585,1,0,0,0,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,111
1586,1,0,0,0,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537,107
1587,1,0,0,0,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,89
1588,1,0,0,0,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,85
1589,1,0,0,0,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,113
1590,1,0,0,0,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239,223
1591,1,0,0,0,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,153
1592,1,0,0,0,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,118
1593,1,0,0,0,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,76
1594,1,0,0,0,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,53
1595,1,0,0,0,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642,64
1596,1,0,0,0,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,37
1597,1,0,0,0,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,34
1598,1,0,0,0,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194,18
1599,1,0,0,0,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194,14
1600,1,0,0,0,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,7
1601,1,0,0,0,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,1
1602,1,0,0,0,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.194,2
1603,1,0,0,0,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537,4
1604,1,0,0,0,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.194,23
1605,1,0,0,0,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,53
1606,1,0,0,0,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,101
1607,1,0,0,0,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,99
1608,1,0,0,0,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,119
1609,1,0,0,0,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,158
1610,1,0,0,0,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,157
1611,1,0,0,0,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,166
1612,1,0,0,0,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,182
1613,1,0,0,0,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,244
1614,1,0,0,0,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,213
1615,1,0,0,0,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,145
1616,1,0,0,0,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,112
1617,1,0,0,0,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,86
1618,1,0,0,0,0,3,21,0,6,0,1,0.38,0.3939,0.62,0,82
1619,1,0,0,0,0,3,22,0,6,0,1,0.36,0.3788,0.71,0,63
1620,1,0,0,0,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,49
